record_no,evidence_status,root_identity,workflow,run_id,run_number,run_attempt,event,created_at_utc,updated_at_utc,head_branch,head_sha,actor,job_id,job_name,failed_step_number,failed_step_name,error_time_utc,first_actual_error,run_url,job_coordinate,log_status
80,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931898320,45,1,pull_request,2026-07-22T15:07:50Z,2026-07-22T15:07:55Z,automation/portal-integrity-20260722,b5b7f7d4eaceb7a4c7e43bc487a1d81ed1fd4b4c,ky46738-ops,88963491390,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:07:50Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931898320,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931898320/job/88963491390,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
81,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-04_PAGES_WORKFLOW_OR_DEPLOYMENT_FAILURE,Deploy to GitHub Pages,29931937295,15,1,push,2026-07-22T15:08:21Z,2026-07-22T15:08:31Z,main,31b890f7a401c0a7f654358405cf7ed84328e90c,ky46738-ops,88963650280,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931937295,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931937295/job/88963650280,VERIFIED_FALSE_API_ERROR
82,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,29931936444,2,1,push,2026-07-22T15:08:21Z,2026-07-22T15:08:26Z,main,31b890f7a401c0a7f654358405cf7ed84328e90c,ky46738-ops,88963627155,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931936444,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931936444/job/88963627155,VERIFIED_FALSE_API_ERROR
83,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29931938555,36,1,push,2026-07-22T15:08:22Z,2026-07-22T15:08:27Z,main,31b890f7a401c0a7f654358405cf7ed84328e90c,ky46738-ops,88963634912,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931938555,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931938555/job/88963634912,VERIFIED_FALSE_API_ERROR
84,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29931938366,46,1,push,2026-07-22T15:08:22Z,2026-07-22T15:08:27Z,main,31b890f7a401c0a7f654358405cf7ed84328e90c,ky46738-ops,88963633842,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T15:08:22Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931938366,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29931938366/job/88963633842,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
85,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01_GATEKEEPER_MANIFEST_OR_VERIFIER_DRIFT,Gatekeeper,29932708633,47,1,push,2026-07-22T15:18:08Z,2026-07-22T15:18:13Z,seed_v0,ae8be50b8f1c5330a37fb4d57b8cab13cff33bc4,ky46738-ops,88966288828,verify,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29932708633,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29932708633/job/88966288828,VERIFIED_FALSE_API_ERROR
86,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29936294445,37,1,push,2026-07-22T16:03:50Z,2026-07-22T16:03:55Z,main,36d341550fecc6a2859553f3cd8e441f6a0fa5ea,ky46738-ops,88978621445,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936294445,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936294445/job/88978621445,VERIFIED_FALSE_API_ERROR
87,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29936294418,49,1,push,2026-07-22T16:03:50Z,2026-07-22T16:03:54Z,main,36d341550fecc6a2859553f3cd8e441f6a0fa5ea,ky46738-ops,88978620995,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T16:03:50Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936294418,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936294418/job/88978620995,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
88,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,29936294829,3,1,push,2026-07-22T16:03:51Z,2026-07-22T16:03:58Z,main,36d341550fecc6a2859553f3cd8e441f6a0fa5ea,ky46738-ops,88978630363,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936294829,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936294829/job/88978630363,VERIFIED_FALSE_API_ERROR
89,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29936316660,38,1,push,2026-07-22T16:04:07Z,2026-07-22T16:04:13Z,main,1bb759cdba9866a7bc3de2d507a851d6d4fdc5a4,ky46738-ops,88978698299,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936316660,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936316660/job/88978698299,VERIFIED_FALSE_API_ERROR
90,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29936316024,50,1,push,2026-07-22T16:04:07Z,2026-07-22T16:04:11Z,main,1bb759cdba9866a7bc3de2d507a851d6d4fdc5a4,ky46738-ops,88978695228,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T16:04:07Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936316024,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936316024/job/88978695228,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
91,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-04_PAGES_WORKFLOW_OR_DEPLOYMENT_FAILURE,Deploy to GitHub Pages,29936315848,17,1,push,2026-07-22T16:04:07Z,2026-07-22T16:04:18Z,main,1bb759cdba9866a7bc3de2d507a851d6d4fdc5a4,ky46738-ops,88978719741,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936315848,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936315848/job/88978719741,VERIFIED_FALSE_API_ERROR
92,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,29936315709,4,1,push,2026-07-22T16:04:07Z,2026-07-22T16:04:13Z,main,1bb759cdba9866a7bc3de2d507a851d6d4fdc5a4,ky46738-ops,88978694526,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936315709,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936315709/job/88978694526,VERIFIED_FALSE_API_ERROR
93,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29936340020,51,1,push,2026-07-22T16:04:25Z,2026-07-22T16:04:30Z,main,3bcbe8315d988d1f4daaa4d23151bf9d6a129e29,ky46738-ops,88978776736,verify,VERIFIED_FALSE,VERIFIED_FALSE,2026-07-22T16:04:25Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936340020,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936340020/job/88978776736,VERIFIED_FALSE_API_ERROR|LOCAL_GIT_TREE_REPLAY
94,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29936339985,39,1,push,2026-07-22T16:04:25Z,2026-07-22T16:04:29Z,main,3bcbe8315d988d1f4daaa4d23151bf9d6a129e29,ky46738-ops,88978776190,build-linux,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936339985,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936339985/job/88978776190,VERIFIED_FALSE_API_ERROR
95,VERIFIED_PARTIAL_LOG_UNAVAILABLE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,29936339890,5,1,push,2026-07-22T16:04:25Z,2026-07-22T16:04:30Z,main,3bcbe8315d988d1f4daaa4d23151bf9d6a129e29,ky46738-ops,88978776767,deploy,VERIFIED_FALSE,VERIFIED_FALSE,,VERIFIED_FALSE_LOG_UNAVAILABLE,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936339890,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29936339890/job/88978776767,VERIFIED_FALSE_API_ERROR
96,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29993209214,41,1,push,2026-07-23T08:56:59Z,2026-07-23T08:57:25Z,alert-autofix-2,bff9fe5b4151d78e7336c7b5e7d1f9f61f81a846,ky46738-ops,89160589604,build-linux,5,Install dependencies,2026-07-23T08:57:22.1942471Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993209214,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993209214/job/89160589604,AVAILABLE
97,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29993208532,52,1,push,2026-07-23T08:56:59Z,2026-07-23T08:57:24Z,alert-autofix-2,3bcbe8315d988d1f4daaa4d23151bf9d6a129e29,ky46738-ops,89160587580,verify,3,驗證 LKMini 公開種子,2026-07-23T08:56:59Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993208532,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993208532/job/89160587580,AVAILABLE|LOCAL_GIT_TREE_REPLAY
98,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29993208460,40,1,push,2026-07-23T08:56:59Z,2026-07-23T08:57:27Z,alert-autofix-2,3bcbe8315d988d1f4daaa4d23151bf9d6a129e29,ky46738-ops,89160586976,build-linux,5,Install dependencies,2026-07-23T08:57:23.6471289Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993208460,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993208460/job/89160586976,AVAILABLE
99,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29993209694,53,1,push,2026-07-23T08:57:00Z,2026-07-23T08:57:10Z,alert-autofix-2,bff9fe5b4151d78e7336c7b5e7d1f9f61f81a846,ky46738-ops,89160592403,verify,3,驗證 LKMini 公開種子,2026-07-23T08:57:00Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993209694,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993209694/job/89160592403,AVAILABLE|LOCAL_GIT_TREE_REPLAY
100,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29993213578,54,1,pull_request,2026-07-23T08:57:03Z,2026-07-23T08:59:18Z,alert-autofix-2,bff9fe5b4151d78e7336c7b5e7d1f9f61f81a846,ky46738-ops,89160604234,verify,3,驗證 LKMini 公開種子,2026-07-23T08:57:03Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993213578,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29993213578/job/89160604234,AVAILABLE|LOCAL_GIT_TREE_REPLAY
101,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,29997230268,42,1,push,2026-07-23T09:54:41Z,2026-07-23T09:55:05Z,main,33476ad15ba0aac9caa055de09ad975e7176af68,ky46738-ops,89173690285,build-linux,5,Install dependencies,2026-07-23T09:55:01.3572829Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29997230268,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29997230268/job/89173690285,AVAILABLE
102,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,29997230216,55,1,push,2026-07-23T09:54:41Z,2026-07-23T09:54:50Z,main,33476ad15ba0aac9caa055de09ad975e7176af68,ky46738-ops,89173690296,verify,3,驗證 LKMini 公開種子,2026-07-23T09:54:41Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29997230216,https://github.com/lkminiPhantomWorld/welcome/actions/runs/29997230216/job/89173690296,AVAILABLE|LOCAL_GIT_TREE_REPLAY
103,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30041813072,43,1,push,2026-07-23T20:22:28Z,2026-07-23T20:22:50Z,main,fa0de945adfb1b51cd6f266a79ae66c5d41065e6,ky46738-ops,89323289965,build-linux,5,Install dependencies,2026-07-23T20:22:47.5872023Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041813072,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041813072/job/89323289965,AVAILABLE
104,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30041813384,59,1,push,2026-07-23T20:22:29Z,2026-07-23T20:22:36Z,main,fa0de945adfb1b51cd6f266a79ae66c5d41065e6,ky46738-ops,89323291034,verify,3,驗證 LKMini 公開種子,2026-07-23T20:22:29Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041813384,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041813384/job/89323291034,AVAILABLE|LOCAL_GIT_TREE_REPLAY
105,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30041813324,7,1,push,2026-07-23T20:22:29Z,2026-07-23T20:22:42Z,main,fa0de945adfb1b51cd6f266a79ae66c5d41065e6,ky46738-ops,89323294888,deploy,3,暴力驗證正式投影,2026-07-23T20:22:38.3380352Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041813324,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041813324/job/89323294888,AVAILABLE
106,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30041831928,60,1,push,2026-07-23T20:22:44Z,2026-07-23T20:22:56Z,main,f59b43f266a195e38513afcaf48b21948bd48200,ky46738-ops,89323352108,verify,3,驗證 LKMini 公開種子,2026-07-23T20:22:44Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041831928,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041831928/job/89323352108,AVAILABLE|LOCAL_GIT_TREE_REPLAY
107,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30041831201,44,1,push,2026-07-23T20:22:44Z,2026-07-23T20:23:10Z,main,f59b43f266a195e38513afcaf48b21948bd48200,ky46738-ops,89323350426,build-linux,5,Install dependencies,2026-07-23T20:23:07.3326375Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041831201,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041831201/job/89323350426,AVAILABLE
108,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30041831989,8,1,push,2026-07-23T20:22:45Z,2026-07-23T20:22:57Z,main,f59b43f266a195e38513afcaf48b21948bd48200,ky46738-ops,89323355807,deploy,3,暴力驗證正式投影,2026-07-23T20:22:54.4726292Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041831989,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30041831989/job/89323355807,AVAILABLE
109,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30042079107,9,1,push,2026-07-23T20:26:16Z,2026-07-23T20:26:26Z,main,da3f6c2cfcf2cbef36b1bb2125df13c746ebc244,ky46738-ops,89324177543,deploy,3,暴力驗證正式投影,2026-07-23T20:26:24.0472962Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30042079107,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30042079107/job/89324177543,AVAILABLE
110,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30042078959,45,1,push,2026-07-23T20:26:16Z,2026-07-23T20:26:42Z,main,da3f6c2cfcf2cbef36b1bb2125df13c746ebc244,ky46738-ops,89324177104,build-linux,5,Install dependencies,2026-07-23T20:26:38.8415640Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30042078959,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30042078959/job/89324177104,AVAILABLE
111,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30042080941,61,1,push,2026-07-23T20:26:18Z,2026-07-23T20:26:27Z,main,da3f6c2cfcf2cbef36b1bb2125df13c746ebc244,ky46738-ops,89324182785,verify,3,驗證 LKMini 公開種子,2026-07-23T20:26:18Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30042080941,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30042080941/job/89324182785,AVAILABLE|LOCAL_GIT_TREE_REPLAY
112,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30043166871,10,1,push,2026-07-23T20:41:45Z,2026-07-23T20:41:59Z,main,70f3b700adf0fc4a7eb7706cad199b2f984a00e8,ky46738-ops,89327797047,deploy,3,暴力驗證正式投影,2026-07-23T20:41:56.0427597Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30043166871,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30043166871/job/89327797047,AVAILABLE
113,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30043166827,62,1,push,2026-07-23T20:41:45Z,2026-07-23T20:41:52Z,main,70f3b700adf0fc4a7eb7706cad199b2f984a00e8,ky46738-ops,89327792481,verify,3,驗證 LKMini 公開種子,2026-07-23T20:41:45Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30043166827,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30043166827/job/89327792481,AVAILABLE|LOCAL_GIT_TREE_REPLAY
114,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30043166801,46,1,push,2026-07-23T20:41:45Z,2026-07-23T20:42:12Z,main,70f3b700adf0fc4a7eb7706cad199b2f984a00e8,ky46738-ops,89327792618,build-linux,5,Install dependencies,2026-07-23T20:42:09.6648064Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30043166801,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30043166801/job/89327792618,AVAILABLE
115,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30044867900,11,1,push,2026-07-23T21:06:36Z,2026-07-23T21:06:50Z,main,0b3d5ed5a505b4b6805845702649dddff107f8bc,ky46738-ops,89333470184,deploy,3,暴力驗證正式投影,2026-07-23T21:06:47.3201233Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30044867900,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30044867900/job/89333470184,AVAILABLE
116,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30044867712,63,1,push,2026-07-23T21:06:36Z,2026-07-23T21:06:46Z,main,0b3d5ed5a505b4b6805845702649dddff107f8bc,ky46738-ops,89333465220,verify,3,驗證 LKMini 公開種子,2026-07-23T21:06:36Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30044867712,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30044867712/job/89333465220,AVAILABLE|LOCAL_GIT_TREE_REPLAY
117,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30044867438,47,1,push,2026-07-23T21:06:36Z,2026-07-23T21:07:10Z,main,0b3d5ed5a505b4b6805845702649dddff107f8bc,ky46738-ops,89333465834,build-linux,5,Install dependencies,2026-07-23T21:07:08.5771023Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30044867438,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30044867438/job/89333465834,AVAILABLE
118,VERIFIED_TRUE,RC-01B_VERIFIER_IDENTITY_DRIFT,Gatekeeper,30049101035,64,1,push,2026-07-23T22:13:04Z,2026-07-23T22:13:12Z,main,00698b4c26231d003d8763b1c3137dd8e2adc118,ky46738-ops,89346983906,verify,3,驗證 LKMini 公開種子,2026-07-23T22:13:04Z,SHA256_MISMATCH:tools/verify_lkmini.py:expected=2e417e95e1b85d290cd432f054bdf9e25c30f4267d5e20bbb131900684dbc2a7:actual=01fd76f96cc99c2bed586512efbf151ffa5be7668da6ac2b2c59670ca28ee13a,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049101035,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049101035/job/89346983906,AVAILABLE|LOCAL_GIT_TREE_REPLAY
119,VERIFIED_TRUE,RC-03_PORTAL_PROJECTION_HASH_DRIFT,Deploy verified welcome site to GitHub Pages,30049101018,12,1,push,2026-07-23T22:13:04Z,2026-07-23T22:13:15Z,main,00698b4c26231d003d8763b1c3137dd8e2adc118,ky46738-ops,89346984256,deploy,3,暴力驗證正式投影,2026-07-23T22:13:12.2621424Z,PUBLIC_PORTAL_PROJECTION_COMPLETION=ERROR: 雜湊不一致：index.html,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049101018,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049101018/job/89346984256,AVAILABLE
120,VERIFIED_TRUE,RC-02_MISSING_ENVIRONMENT_YML,Python Package using Conda,30049100924,48,1,push,2026-07-23T22:13:04Z,2026-07-23T22:13:55Z,main,00698b4c26231d003d8763b1c3137dd8e2adc118,ky46738-ops,89346983483,build-linux,5,Install dependencies,2026-07-23T22:13:52.1437907Z,EnvironmentFileNotFound: '/home/runner/work/welcome/welcome/environment.yml' file not found,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049100924,https://github.com/lkminiPhantomWorld/welcome/actions/runs/30049100924/job/89346983483,AVAILABLE
